,Q1Income,Q1Foodaway,Q1Cereal,Q1Foodhome,Q2Income,Q2Foodaway,Q2Cereal,Q2Foodhome,Q3Income,Q3Foodaway,Q3Cereal,Q3Foodhome,Q4Income,Q4Foodaway,Q4Cereal,Q4Foodhome,Q5Income,Q5Foodaway,Q5Cereal,Q5Foodhome,Year,State
Year,9292.08,33.62,6.16,105.21,32325.18,74.68,6.52,96.26,48876.69,72.78,3.27,131.35,91860.54,93.12,4.43,198.9,162074.4,106.94,2.6,154.06,2007,Alaska
Year,10560.12,27.62,3.21,71.28,32453.85,51.14,3.94,68.35,52382.56,41.2,2.38,54.66,85344.58,75.04,4.4,86.81,177675.95,151.81,9.13,176.85,2007,Alabama
Year,9535.24,31.63,2.63,52.43,30609.16,57.24,4.59,106.35,52062.58,72.46,3.25,88.97,81822.69,73.88,4.37,81.53,171672.26,71.44,9.31,132.68,2006,Wisconsin
Year,9465.62,35.71,3.73,67.87,30003.94,59.96,6.19,105.6,51275.02,59.53,7.11,103.3,85919.19,79.17,1.5,98.12,164608.44,123.75,5.55,121.76,2006,Washington
Year,9232.63,39.65,2.87,71.65,30244.93,42.36,4.44,80.95,54625.44,68.56,4.94,109.05,82188.8,84.14,2.21,86.64,168363.72,106.12,6.28,137.69,2006,Virginia
Year,11213.33,23.32,1.74,44.43,28625.82,50.16,2.43,49.85,52648.4,70.49,6.59,118.45,82104.03,61.29,7.95,136.89,161731.6,106.21,9.24,247.69,2006,Utah
Year,9887.65,23.9,2.33,56.03,31102.94,56.98,3.81,87.7,52694.03,66.03,3.17,68.89,84922.21,75.75,5.06,105.44,150857.35,114.09,5.16,106.47,2006,Texas
Year,11328.4,40.8,1.18,64.38,30359.64,51.25,2.82,113.12,53996.61,91.64,4.61,103.55,81924.4,82.8,4.9,84.62,175888.92,144.85,5.24,99.94,2006,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2006,South Dakota
Year,8782.66,19.45,2.16,53.58,29068.69,56.3,3.76,71.82,51950.14,68.66,3.02,83.93,88342.87,110.7,3.61,95.74,191271.81,164.33,4.82,124.73,2006,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2006,Rhode Island
Year,11352.75,22.1,3.03,63.18,30046.69,36.78,2.22,59.72,52767.14,47.23,3.94,85.49,84747.89,70.85,4.09,98.9,164661.11,104.31,4.13,124.01,2006,Pennsylvania
Year,9094.34,18.28,3.85,91.94,30731.49,73.81,2.09,52.51,51106.34,71.86,4.32,115.55,85194.01,78.26,4.61,142.68,161281.88,66.62,4.64,111.28,2006,Oregon
Year,,,,,,,,,,,,,,,,,,,,,2006,Oklahoma
Year,11422.02,22.68,2.25,48.44,29689.81,57.72,2.96,67.49,53501.02,64.25,4.14,103.86,87446.05,97.0,3.49,121.97,169107.69,138.06,3.98,142.95,2006,Ohio
Year,,,,,,,,,,,,,,,,,,,,,2006,North Carolina
Year,9688.21,28.04,2.81,60.0,30048.21,50.75,3.59,75.34,54080.51,65.11,3.47,89.03,85442.74,83.52,6.68,99.57,175753.47,124.08,6.04,129.69,2006,New York
Year,9999.29,27.86,3.56,69.38,31137.84,50.07,6.25,119.53,50513.95,53.99,3.26,74.33,84529.73,97.74,4.41,134.96,165864.88,144.99,6.4,145.08,2006,New Jersey
Year,7783.45,23.32,3.72,82.45,32804.6,103.29,4.79,65.24,47887.7,59.48,2.53,61.27,86753.57,44.63,4.62,106.58,160295.63,93.95,5.05,118.8,2006,New Hampshire
Year,5488.68,25.23,3.48,95.46,31499.96,50.97,3.1,79.46,56741.58,38.31,3.87,80.96,88159.38,97.49,5.09,123.42,142541.87,195.12,1.18,102.67,2006,Nevada
Year,9838.82,23.58,1.11,40.68,25978.03,65.85,3.34,87.2,52810.33,112.05,3.56,87.11,84752.91,79.64,5.55,154.38,137292.15,32.27,3.59,41.43,2006,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2006,Montana
Year,10083.89,43.95,1.81,51.9,30892.81,48.6,5.91,93.14,49826.11,39.13,3.23,75.08,85844.75,102.73,4.13,97.39,157604.44,97.72,2.55,120.84,2006,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2006,Mississippi
Year,10666.99,40.49,2.64,40.91,29736.42,16.13,0.0,30.32,52432.2,49.03,2.68,90.18,83838.47,106.88,4.0,82.46,165595.86,100.01,4.01,134.32,2006,Minnesota
Year,11319.74,23.35,2.14,48.72,31264.64,39.92,2.78,80.73,54393.49,47.94,4.74,107.24,83563.89,65.02,5.59,122.44,176508.43,107.52,7.05,157.24,2006,Michigan
Year,7988.9,28.96,3.45,70.43,30518.12,58.3,3.5,76.36,52739.55,99.23,4.9,86.51,84583.52,64.66,6.69,132.18,175759.56,220.34,8.08,125.68,2006,Massachuse
Year,11256.16,41.8,1.37,46.96,31698.12,26.98,1.99,49.18,53643.31,70.06,4.63,68.03,86437.79,76.71,4.88,73.99,181275.02,123.87,10.41,256.67,2006,Maryland
Year,11128.57,46.14,1.64,34.79,28287.72,35.9,4.36,87.35,52865.42,54.01,4.33,100.12,81009.46,62.2,6.17,135.75,165666.67,82.23,1.28,102.46,2006,Maine
Year,8879.89,32.31,1.46,44.05,30408.94,33.67,2.46,50.72,51923.99,56.67,2.09,68.52,82959.23,95.12,2.02,108.93,200435.37,93.48,2.14,69.34,2006,Louisiana
Year,9529.73,29.75,3.48,73.42,30273.76,52.86,5.77,105.73,55880.4,38.78,2.72,72.66,85023.23,100.82,6.62,129.19,184628.54,123.42,3.52,109.95,2006,Kentucky
Year,10213.69,41.93,0.72,55.44,34280.0,57.39,0.78,70.86,50751.23,49.57,9.67,72.76,78148.75,90.07,1.64,133.98,145043.81,176.5,1.76,93.95,2006,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2006,Iowa
Year,11186.4,19.6,4.58,64.88,31054.37,46.95,3.07,66.89,51651.0,40.51,2.71,117.09,79348.04,53.79,2.93,93.84,139999.6,115.37,6.78,123.98,2006,Indiana
Year,10551.83,31.28,2.52,58.63,29162.87,39.64,3.72,73.56,53146.86,76.39,4.29,94.77,84900.0,86.02,5.35,114.71,164775.62,119.82,4.87,138.35,2006,Illinois
Year,6127.58,41.06,5.37,65.61,29876.49,62.04,2.65,91.03,53161.23,30.37,1.67,51.02,84768.2,67.74,5.17,85.28,164078.68,70.1,10.02,136.28,2006,Idaho
Year,11436.65,52.04,4.18,127.08,30514.37,46.4,1.14,66.86,56667.56,139.92,8.49,186.23,83432.85,107.85,1.56,78.15,157329.22,161.85,9.33,158.28,2006,Hawaii
Year,8987.51,26.12,1.81,36.53,32113.94,26.87,2.18,62.42,53880.32,53.77,3.77,81.48,83991.51,73.92,3.51,77.67,160880.04,139.77,3.4,97.68,2006,Georgia
Year,10851.73,25.23,2.46,59.51,29910.87,46.83,3.05,79.86,53687.84,56.69,4.81,100.06,84676.39,75.76,4.8,94.49,159643.3,113.85,5.34,129.68,2006,Florida
Year,9226.33,5.9,0.28,18.2,30460.8,19.9,0.0,25.94,51514.73,62.48,2.05,17.11,91198.07,56.05,1.28,80.54,,,,,2006,District of Columbia
Year,12845.75,100.95,2.17,151.08,33500.0,13.93,8.41,105.92,56169.16,87.24,2.26,74.77,90057.6,77.88,0.0,26.45,178548.52,120.57,13.23,183.91,2006,Delaware
Year,9160.21,28.07,2.42,65.66,31002.69,37.04,2.2,85.2,54397.73,62.63,4.5,89.8,82793.52,75.49,5.72,130.3,184400.41,104.25,5.85,114.92,2006,Connecticut
Year,10136.13,39.16,4.09,110.36,33398.11,86.69,3.26,97.89,52896.65,57.46,3.97,104.59,82169.65,45.7,5.12,101.52,176089.24,176.92,6.52,154.59,2006,Colorado
Year,9519.16,34.34,2.43,68.58,29956.52,52.6,3.24,84.74,53029.78,74.94,3.74,104.47,87303.28,97.66,5.12,128.64,160994.27,129.61,6.96,163.32,2006,California
Year,,,,,,,,,,,,,,,,,,,,,2006,Arkansas
Year,12445.17,29.74,3.75,60.16,30698.08,50.2,2.4,72.41,53351.05,66.34,3.89,112.61,85271.27,96.34,2.76,104.54,164383.31,96.4,4.48,131.7,2006,Arizona
Year,7438.18,40.07,2.37,62.12,29655.19,58.26,5.51,88.24,55443.83,85.38,4.18,124.3,86743.49,66.54,3.43,124.02,155757.68,93.79,5.0,191.03,2006,Alaska
Year,15198.14,47.66,2.09,48.36,28055.47,70.6,3.75,97.89,53215.37,79.34,3.23,92.88,86244.43,72.71,6.28,100.7,158031.02,154.55,6.02,92.8,2006,Alabama
Year,9324.3,36.74,1.46,59.21,29322.1,50.32,2.46,57.25,50106.71,64.86,4.14,91.23,83463.77,68.23,4.09,89.35,149927.86,78.14,6.76,164.84,2005,Wisconsin
Year,7825.45,38.02,1.74,61.85,29991.95,37.46,1.72,49.91,52233.67,64.26,6.21,93.01,81767.58,96.89,6.21,131.06,173370.48,114.61,5.9,177.29,2005,Washington
Year,9163.65,27.28,2.91,67.16,29995.27,64.01,3.59,74.02,50819.84,67.25,4.43,110.91,83778.3,101.99,5.01,104.68,167138.58,127.19,5.59,164.68,2005,Virginia
Year,9665.78,34.42,4.07,63.03,29339.55,60.87,5.78,136.46,50630.07,65.4,7.89,107.93,80967.14,68.12,8.13,150.91,171651.67,95.53,4.21,97.88,2005,Utah
Year,9993.92,32.82,3.18,70.53,29699.31,44.55,2.45,65.29,49488.37,64.53,3.86,76.04,80661.53,110.03,3.88,96.11,164991.92,156.31,4.34,112.03,2005,Texas
Year,12072.01,30.72,1.57,65.73,28585.13,54.23,3.36,78.77,51177.05,65.73,5.01,95.06,80049.16,106.11,5.4,119.92,128073.87,125.05,3.96,86.12,2005,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2005,South Dakota
Year,9560.26,24.76,2.5,49.35,30405.02,36.87,2.52,56.99,50637.3,76.02,4.18,81.89,81759.48,115.12,4.29,83.79,168159.32,106.08,6.84,108.92,2005,South Carolina
Year,7874.15,37.87,3.76,74.51,30610.04,46.29,6.19,117.26,52320.11,68.26,2.76,101.51,81012.6,27.48,0.0,53.04,186187.28,125.13,5.91,120.62,2005,Rhode Island
Year,9738.78,25.06,2.14,48.31,28699.58,37.18,3.13,62.93,51594.8,62.43,4.41,87.52,80173.16,77.82,3.72,103.01,163362.94,107.97,9.12,194.76,2005,Pennsylvania
Year,10818.77,25.77,2.59,57.13,31190.56,59.73,4.42,72.66,52457.48,80.54,2.98,76.85,76360.32,64.25,6.69,158.5,166791.02,99.75,4.21,125.17,2005,Oregon
Year,10575.88,24.84,3.75,59.75,29373.65,50.67,4.68,79.73,49237.98,44.17,3.39,91.09,83721.52,67.19,6.29,75.52,133902.66,110.82,5.46,89.76,2005,Oklahoma
Year,9476.61,27.8,3.36,80.58,28728.64,35.67,2.35,56.8,47578.81,59.28,3.5,88.48,82184.56,75.56,3.5,95.37,163165.06,126.55,6.86,134.97,2005,Ohio
Year,,,,,,,,,,,,,,,,,,,,,2005,North Carolina
Year,9077.26,34.84,4.38,75.57,29663.75,47.82,4.75,89.31,51084.27,67.55,5.3,89.33,84073.07,68.8,5.07,107.23,178793.48,111.25,6.2,140.34,2005,New York
Year,9289.64,41.53,3.06,62.52,28425.74,43.15,2.61,75.46,50567.18,91.62,5.29,102.88,80689.2,100.77,6.07,125.47,179164.75,135.07,7.17,188.86,2005,New Jersey
Year,8330.51,40.36,1.71,71.39,27912.57,14.94,1.67,44.06,48979.2,24.82,4.9,78.48,88503.17,62.96,4.75,107.13,134061.5,0.0,6.38,128.22,2005,New Hampshire
Year,10067.28,27.09,2.43,33.87,30682.19,41.16,2.27,70.32,53194.66,52.13,3.12,99.06,85475.14,67.45,4.25,92.69,168020.66,7.82,2.16,29.33,2005,Nevada
Year,9975.21,23.27,0.52,37.88,28964.5,37.42,3.06,37.55,49952.71,63.82,4.98,102.32,83264.74,75.68,3.82,96.73,122286.13,103.26,0.0,85.78,2005,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2005,Montana
Year,9468.59,33.84,3.7,81.21,29723.12,39.14,4.29,72.8,51004.73,70.12,3.38,105.19,78048.36,80.08,4.36,100.84,146493.11,88.64,6.22,166.78,2005,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2005,Mississippi
Year,8563.95,22.12,1.82,45.39,30646.28,25.51,3.94,64.09,53336.16,74.46,3.42,96.64,80424.95,78.06,3.73,113.77,149906.19,118.49,7.13,156.3,2005,Minnesota
Year,8959.54,21.42,2.45,53.38,27991.2,38.99,4.26,102.93,50902.86,60.62,3.26,90.84,84944.92,71.8,5.78,145.36,156198.03,76.14,6.16,145.73,2005,Michigan
Year,9534.23,26.43,2.89,65.11,28373.31,41.66,2.03,57.47,51733.35,73.12,5.13,122.71,83194.77,81.49,7.04,124.9,183634.94,181.29,5.64,152.87,2005,Massachuse
Year,9185.48,19.48,2.45,39.25,29793.49,29.77,1.87,37.79,46145.97,39.3,1.78,50.02,81351.35,52.34,4.43,74.97,170153.18,128.84,9.12,152.16,2005,Maryland
Year,12197.2,49.78,3.54,105.82,31345.0,13.78,4.07,51.64,52241.76,58.78,5.21,114.33,86270.2,58.0,8.96,166.18,136033.33,55.17,6.52,204.51,2005,Maine
Year,9793.77,38.63,2.43,56.32,28881.59,46.5,3.62,73.31,51762.56,44.08,3.22,45.42,80769.88,88.72,2.88,74.79,153626.81,190.12,5.66,151.74,2005,Louisiana
Year,9072.98,30.98,2.68,46.54,28848.78,51.77,4.05,99.39,50753.74,35.53,2.77,67.57,77021.98,59.48,3.56,82.66,149740.56,122.79,7.09,127.27,2005,Kentucky
Year,13536.87,32.25,0.0,20.16,31872.96,61.02,3.99,98.83,46407.5,40.99,4.36,122.77,79767.07,100.42,2.85,95.2,118897.2,100.67,7.69,169.42,2005,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2005,Iowa
Year,10599.81,27.39,2.23,58.09,29399.88,41.57,2.22,70.78,52688.51,57.17,5.05,78.85,81010.38,65.7,2.76,83.12,153004.94,133.73,4.25,64.48,2005,Indiana
Year,10627.87,23.37,1.59,44.96,29304.73,58.28,4.56,84.58,50144.06,81.6,4.32,97.38,82790.87,72.62,4.81,125.62,153452.01,135.1,7.55,138.04,2005,Illinois
Year,10800.52,27.7,2.4,70.54,28964.94,51.51,4.69,63.41,51340.4,46.44,4.1,76.81,80984.73,66.64,1.8,90.17,165105.3,53.92,9.35,163.19,2005,Idaho
Year,7838.86,20.48,3.07,81.83,29066.46,82.34,1.8,79.72,51905.97,110.4,0.57,87.95,84212.45,113.94,8.21,154.68,174400.72,148.46,9.33,193.48,2005,Hawaii
Year,8491.23,17.64,2.47,49.76,28510.16,32.92,2.57,57.1,50031.15,54.33,2.51,73.35,82555.31,83.32,4.85,108.16,145972.63,118.52,4.54,110.49,2005,Georgia
Year,11038.35,32.91,2.22,54.2,29097.77,50.0,2.82,81.89,49947.61,51.85,3.98,88.94,81504.16,60.44,4.22,102.13,157055.61,102.35,5.25,108.02,2005,Florida
Year,4462.0,6.64,0.0,18.14,30436.27,23.97,0.0,19.76,45666.67,16.0,0.0,10.47,73505.6,19.62,0.0,43.7,,,,,2005,District of Columbia
Year,15404.0,82.38,0.0,25.45,20968.0,0.0,0.0,9.02,52000.0,215.2,26.77,286.44,86161.8,66.6,2.65,75.96,224429.2,89.24,4.63,186.21,2005,Delaware
Year,7019.05,21.84,1.93,44.32,29904.76,60.02,3.78,77.05,51320.83,69.14,3.62,118.09,84616.37,76.33,8.6,116.89,178634.41,134.7,5.66,140.38,2005,Connecticut
Year,8828.97,24.7,1.96,45.48,28585.5,53.97,4.44,128.57,48972.4,61.78,4.93,128.21,87042.59,107.86,3.26,104.73,160591.35,86.84,5.7,110.98,2005,Colorado
Year,9060.25,39.19,2.83,67.72,29104.26,47.92,3.91,76.39,50639.62,59.08,3.8,86.55,82044.88,87.28,3.85,105.65,168821.04,130.99,5.48,147.28,2005,California
Year,,,,,,,,,,,,,,,,,,,,,2005,Arkansas
Year,10343.4,40.79,3.23,85.84,30095.44,48.03,3.44,73.85,52990.25,69.67,3.01,85.8,81253.12,75.3,3.83,100.76,164703.51,115.03,5.63,131.76,2005,Arizona
Year,7883.71,26.59,3.96,58.21,28395.49,42.39,1.46,66.98,50374.12,58.7,4.67,85.23,81014.82,77.14,1.77,99.94,135048.9,105.95,4.11,140.11,2005,Alaska
Year,9001.98,38.24,2.84,55.84,29084.25,64.66,3.13,90.94,47684.28,63.51,3.73,87.92,81042.71,102.72,4.06,112.43,158634.68,146.99,1.81,85.75,2005,Alabama
Year,9247.21,34.33,1.85,57.01,27308.37,52.39,3.42,78.56,50141.24,45.41,3.97,88.34,82243.61,71.5,4.83,105.06,142815.76,106.18,5.07,136.44,2004,Wisconsin
Year,7372.01,23.68,2.3,87.6,27977.12,40.22,3.36,102.03,51536.35,43.0,6.75,113.72,81419.53,72.57,7.51,158.62,151791.82,140.58,3.71,151.39,2004,Washington
Year,9324.26,21.21,2.58,58.95,27995.73,46.16,4.63,92.24,49049.32,69.54,4.53,110.15,81928.38,69.49,4.91,126.01,143168.82,109.19,8.63,129.96,2004,Virginia
Year,8724.49,33.13,4.51,75.36,28822.71,54.2,4.22,91.02,47742.32,45.32,8.62,101.01,81266.14,80.71,9.27,165.98,149884.26,63.4,12.89,137.79,2004,Utah
Year,10287.4,35.71,3.78,68.07,28494.98,39.55,3.43,85.16,50074.99,71.65,5.33,98.62,79849.66,88.33,7.05,101.51,148683.58,112.87,6.39,149.91,2004,Texas
Year,6752.6,82.54,0.0,28.46,24172.75,46.85,0.0,20.84,49905.35,26.8,3.52,82.2,78960.3,82.07,1.31,46.74,161642.55,131.58,2.93,156.1,2004,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2004,South Dakota
Year,10303.99,13.76,2.61,54.15,29687.51,49.77,6.62,83.29,46963.3,89.97,5.19,77.0,84452.28,98.78,3.13,124.83,176298.08,58.29,4.6,128.54,2004,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2004,Rhode Island
Year,8997.26,30.56,3.64,64.57,28546.26,33.66,3.27,60.05,50052.34,53.85,4.62,104.01,78620.38,83.78,4.38,94.87,157635.9,140.95,6.1,132.65,2004,Pennsylvania
Year,9832.87,31.34,2.04,69.15,27833.71,42.1,5.76,117.25,50487.27,97.95,5.12,101.77,80146.01,69.09,4.31,127.56,126810.02,125.18,1.56,90.9,2004,Oregon
Year,10926.37,24.39,2.3,49.03,27676.13,31.05,5.32,74.64,46244.27,55.47,6.94,116.2,82379.83,103.08,3.82,76.23,134793.2,102.44,1.7,104.65,2004,Oklahoma
Year,8657.12,26.53,2.67,56.74,28262.67,40.84,3.79,75.34,49329.62,94.29,4.45,92.74,79226.43,74.9,5.06,120.41,142462.03,144.76,7.68,137.89,2004,Ohio
Year,8891.98,13.66,2.02,44.03,28491.76,57.42,3.2,101.27,49848.02,37.99,1.96,69.56,84091.56,97.92,4.69,106.76,164648.04,201.01,2.4,115.74,2004,North Carolina
Year,9235.92,30.86,5.34,75.55,28757.01,49.89,4.81,92.5,47930.05,51.22,5.13,94.26,79542.29,83.82,7.94,114.33,153199.02,551.62,6.19,158.62,2004,New York
Year,10319.13,43.82,5.84,75.05,28131.92,41.15,4.91,91.05,48608.85,74.21,8.51,125.21,80170.18,77.23,4.89,92.82,157084.05,142.65,8.71,177.99,2004,New Jersey
Year,4905.6,59.83,0.56,57.35,30910.95,41.07,2.23,51.52,46473.15,225.6,5.5,258.7,94295.93,163.18,8.72,229.06,170627.8,213.07,8.06,229.84,2004,New Hampshire
Year,10283.52,16.86,2.53,60.48,27845.29,48.31,2.19,80.15,49317.5,63.75,3.96,104.23,82539.49,77.79,1.45,55.08,161882.25,83.1,4.5,129.63,2004,Nevada
Year,8464.08,24.94,2.19,36.33,28889.51,54.27,4.43,50.0,49758.52,56.0,3.55,74.91,78529.81,121.16,3.2,78.58,143262.3,183.44,9.08,251.97,2004,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2004,Montana
Year,10112.63,25.71,2.47,67.05,28764.21,48.05,2.8,70.9,48230.26,61.91,2.5,91.61,81516.82,87.61,4.13,95.7,141575.24,288.41,4.75,150.39,2004,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2004,Mississippi
Year,8720.78,29.55,2.77,48.16,27261.49,39.59,4.31,70.95,50565.85,62.03,2.51,85.56,77892.97,106.64,7.47,138.54,157562.95,139.71,5.38,173.7,2004,Minnesota
Year,8629.32,24.4,3.27,72.35,27335.14,41.7,4.01,97.02,49303.4,51.41,4.56,105.24,82642.71,87.05,6.43,131.68,140162.96,74.99,4.35,101.18,2004,Michigan
Year,8191.74,32.0,3.16,62.8,28823.71,47.39,6.16,123.11,50934.98,57.92,3.57,91.79,81697.18,88.31,6.54,114.94,127953.48,138.11,5.22,163.42,2004,Massachuse
Year,7070.9,17.5,1.73,49.87,28849.92,33.33,8.81,67.37,47658.2,33.75,2.76,58.72,79354.68,52.01,6.31,97.18,152977.68,102.75,3.68,116.74,2004,Maryland
Year,,,,,,,,,,,,,,,,,,,,,2004,Maine
Year,8057.73,46.6,3.92,109.24,28151.66,77.39,4.47,102.69,49029.81,58.03,4.01,101.65,80537.08,112.93,1.67,126.5,131283.51,127.73,3.07,136.29,2004,Louisiana
Year,7042.91,17.46,1.23,40.48,29841.94,29.49,2.22,51.75,47408.8,44.82,4.41,108.45,81025.46,62.16,2.42,58.45,157474.37,0.0,4.25,91.34,2004,Kentucky
Year,9757.22,28.92,2.91,84.97,28008.71,95.87,4.28,73.99,53129.38,116.73,3.29,99.69,77220.87,56.17,6.26,119.14,172039.34,76.52,4.25,104.31,2004,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2004,Iowa
Year,11102.43,31.65,3.98,68.17,28164.14,43.85,2.62,49.3,47340.63,58.51,5.15,94.96,78649.83,73.54,5.47,106.11,120189.04,130.73,11.35,158.4,2004,Indiana
Year,9816.27,35.28,3.42,66.83,28474.05,64.41,3.9,89.28,50303.2,55.5,2.97,73.66,77113.56,77.77,4.81,114.24,142487.78,115.18,5.78,113.78,2004,Illinois
Year,7153.92,10.73,0.1,32.86,28244.24,29.84,2.37,48.78,50814.91,39.37,2.43,102.59,72466.28,40.91,4.99,84.79,108500.0,87.0,4.28,226.66,2004,Idaho
Year,8953.43,163.43,5.22,86.01,28836.45,54.66,3.25,86.08,50523.81,63.25,6.23,170.69,79758.02,101.57,5.2,115.99,144088.62,95.65,13.56,180.22,2004,Hawaii
Year,7411.65,30.8,1.81,42.49,27837.17,60.57,2.18,74.53,49854.68,80.48,5.29,80.49,82752.13,86.67,4.72,99.85,157536.27,146.04,6.53,139.67,2004,Georgia
Year,10165.65,27.0,4.05,68.18,29009.17,29.88,3.52,81.09,48132.78,42.9,3.88,100.38,80591.09,56.93,4.96,136.19,148440.62,145.44,6.09,138.24,2004,Florida
Year,3102.16,35.77,0.0,16.68,29464.12,35.98,0.0,41.7,43411.9,36.19,0.0,86.88,80220.64,64.47,0.0,39.99,169507.47,299.1,10.77,182.06,2004,District of Columbia
Year,10225.1,12.09,6.52,53.92,35276.0,117.71,4.98,121.01,51628.2,103.56,8.84,154.06,84212.13,138.06,8.28,154.39,141000.0,35.97,1.49,195.53,2004,Delaware
Year,8578.92,34.71,2.74,63.22,28179.23,48.51,4.56,125.05,49140.5,67.13,2.3,108.24,85040.32,126.79,6.69,163.96,139050.19,120.43,7.06,240.05,2004,Connecticut
Year,8562.57,29.42,5.43,105.97,28696.22,44.47,3.38,75.18,50381.07,61.71,4.54,92.47,79774.55,67.22,7.29,140.96,145620.52,74.35,5.96,156.24,2004,Colorado
Year,8982.52,39.85,4.04,81.16,29000.74,49.42,5.56,104.64,50622.46,73.46,5.8,125.4,80076.32,105.82,5.97,134.61,147550.3,108.5,7.02,143.98,2004,California
Year,,,,,,,,,,,,,,,,,,,,,2004,Arkansas
Year,9687.37,26.23,2.82,70.16,27702.59,31.81,2.83,97.99,49390.43,65.53,3.17,92.32,75678.67,82.46,3.54,106.41,139313.12,74.94,8.0,157.61,2004,Arizona
Year,9053.06,52.96,1.88,62.25,29109.75,26.55,2.6,43.98,49288.84,51.08,2.29,109.07,78032.51,84.55,4.22,114.06,136216.69,90.33,9.51,182.43,2004,Alaska
Year,8300.15,16.64,2.31,50.03,27084.74,48.36,4.34,94.23,46022.55,62.03,5.39,74.41,86037.78,54.42,2.57,98.8,152839.45,65.94,4.9,75.1,2004,Alabama
Year,4524.5,38.46,2.47,60.92,26637.29,36.74,3.71,62.9,48813.89,48.71,3.03,95.48,80931.03,73.56,4.99,112.54,179745.27,106.42,9.47,121.97,2003,Wisconsin
Year,3442.21,55.59,5.52,103.83,28031.3,50.51,3.49,93.03,44677.38,86.88,4.55,113.74,82330.3,89.97,6.63,159.92,133803.17,132.67,8.83,210.09,2003,Washington
Year,3601.15,44.87,5.09,98.78,26924.52,64.5,3.96,84.71,50446.75,82.74,3.66,87.92,80860.73,85.17,4.03,121.22,141080.24,140.87,5.66,166.24,2003,Virginia
Year,6205.26,28.12,4.9,57.13,27742.76,48.74,4.45,95.69,49053.46,60.72,9.05,97.71,77024.44,65.9,13.36,149.95,148526.0,103.27,7.92,191.53,2003,Utah
Year,6141.17,38.47,3.36,64.01,27759.49,44.74,3.76,87.28,48005.35,58.11,4.52,109.75,80229.33,160.15,5.18,133.16,151899.78,105.59,5.02,123.66,2003,Texas
Year,8654.88,15.29,3.54,66.74,25771.43,13.9,1.54,46.74,47000.0,19.64,0.0,0.0,69568.0,59.47,10.18,158.08,254127.0,218.39,0.0,93.27,2003,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2003,South Dakota
Year,7088.48,39.72,6.24,110.66,24168.0,31.25,7.03,88.86,45600.0,73.11,6.07,92.4,80600.0,49.48,9.68,120.55,306475.6,175.34,4.83,79.44,2003,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2003,Rhode Island
Year,6232.49,29.5,3.48,60.31,26722.09,35.59,3.92,88.41,46672.77,52.41,4.68,89.48,77781.33,86.68,3.85,83.96,152928.2,158.76,6.64,149.86,2003,Pennsylvania
Year,3944.72,34.35,3.05,66.73,28283.76,31.32,5.65,112.92,48857.69,53.42,4.6,95.14,79628.64,75.25,4.61,110.83,195499.86,183.59,6.4,126.83,2003,Oregon
Year,4489.49,22.45,2.25,50.92,28169.56,68.43,9.49,135.3,46368.89,66.56,1.89,64.84,82440.0,101.31,4.59,143.37,120520.0,91.01,7.35,111.48,2003,Oklahoma
Year,4953.55,30.24,4.02,70.86,26360.27,40.74,3.87,78.53,48392.26,58.1,5.63,116.99,74695.59,86.82,4.27,117.58,147477.64,123.37,6.63,137.69,2003,Ohio
Year,5752.0,27.43,3.51,52.25,27976.4,30.1,3.7,112.17,48558.67,27.38,3.37,83.66,74470.57,80.6,11.58,132.82,156701.71,95.3,3.3,86.03,2003,North Carolina
Year,3173.23,45.87,4.32,83.43,28200.14,55.03,5.23,111.85,48289.39,69.58,4.56,102.12,77596.44,76.72,5.25,97.97,169049.09,142.34,7.67,151.47,2003,New York
Year,2625.35,64.17,4.8,88.44,26644.87,41.46,4.88,100.02,49618.5,62.52,6.1,94.91,82493.6,98.83,8.2,133.89,169625.78,163.15,5.96,151.27,2003,New Jersey
Year,4622.86,46.13,3.0,57.23,27300.0,0.0,0.0,66.45,48724.0,30.86,5.58,141.98,77786.0,94.97,7.48,199.39,112000.0,129.28,13.82,170.54,2003,New Hampshire
Year,4069.14,27.31,4.15,61.76,27158.69,26.64,1.84,46.81,47579.53,49.93,6.05,87.75,77410.38,102.36,7.08,116.6,,,,,2003,Nevada
Year,4258.82,41.74,3.5,59.97,27540.1,40.02,2.28,53.63,47562.86,60.94,5.92,74.05,82491.08,68.38,4.28,84.04,167453.86,104.04,3.47,78.65,2003,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2003,Montana
